id	rate
16047	21.9
16049	14.8
16051	12.9
16053	21.1
16055	11.6
16057	10.1
16059	14.3
16061	16.1
16063	19
16065	9.1
16067	19.4
16069	11.2
16071	11.8
16073	24.4
16075	15.1
16077	18.5
16079	13
16081	19.5
16083	15
16085	13.5
16087	17.5
17001	5.6
17003	6.8
17005	6
17007	7.9
17009	4.7
17011	6.4
17013	5.8
17015	6.5
17017	8.4
17019	6.6
17021	5.6
17023	5.5
17025	6.2
17027	4.7
17029	6.2
17031	10.6
17033	5.5
17035	6
17037	7
17039	4.8
17041	9
17043	5.9
17045	6.6
17047	6.1
17049	4.7
17051	7.7
17053	6.3
17055	7.3
17057	6.5
17059	7
17061	6.4
17063	4.9
17065	6.2
17067	5.8
17069	7.1
17071	6.4
17073	5.8
17075	7.5
17077	7.4
17079	6.5
17081	5.7
17083	4.9
17085	6.2
17087	5.5
17089	10
17091	7.1
17093	4.8
17095	6
17097	8.1
17099	6.5
17101	5.9
17103	5.5
17105	5.7
17107	4.8
17109	6.8
17111	6
17113	4.7
17115	5.9
17117	6.1
17119	5.6
17121	6.4
17123	5.3
17125	6.6
17127	6.2
17129	4.8
17131	5.1
17133	3.9
17135	5.8
17137	5.3
17139	7.2
17141	6.3
17143	5.8
17145	5.7
17147	4.8
17149	6.9
17151	7.3
17153	7.2
17155	5.8
17157	5.3
17159	5.7
17161	6.4
17163	6.3
17165	6.1
17167	5
17169	7
17171	5.5
17173	6
17175	6
17177	5.9
17179	4.4
17181	7.1
17183	6.2
17185	5.8
17187	7.7
17189	5.2
17191	6.4
17193	5.9
17195	6.4
17197	6
17199	5.5
17201	7.2
17203	4.2
18001	13.1
18003	12
18005	10.2
18007	12.3
18009	10.4
18011	7.4
18013	12.7
18015	11.7
18017	14.7
18019	10.7
18021	9.9
18023	12.9
18025	12
18027	16.8
18029	8.5
18031	9.8
18033	10.1
18035	11
18037	9.9
18039	16.2
18041	12.2
18043	8.8
18045	10.8
18047	10.9
18049	13.8
18051	8.6
18053	10.6
18055	12.1
18057	6.4
18059	7.6
18061	9.7
18063	7.6
18065	10.7
18067	9.7
18069	10.8
18071	11.3
18073	10.4
18075	11.3
18077	10.6
18079	10.8
18081	9.5
18083	10.8
18085	12.6
18087	26
18089	11.6
18091	10.9
18093	12
18095	10.6
18097	13.7
18099	13.6
18101	11.4
18103	11.9
18105	12.3
18107	13
18109	9.9
18111	12.3
18113	11.9
18115	9.8
18117	11.4
18119	12.2
18121	12.9
18123	9.5
18125	9.8
18127	8.7
18129	7.4
18131	12.2
18133	9.8
18135	11.9
18137	10.1
18139	12.1
18141	11.5
18143	11.4
18145	10.6
18147	10.5
18149	12.5
18151	11.6
18153	11.3
18155	13.3
18157	12.6
18159	10.3
18161	11.1
18163	9.8
18165	9.8
18167	11.1
18169	10.4
18171	10.1
18173	7.7
18175	13.5
18177	12.4
18179	9.1
18181	12.3
18183	9.8
19001	5.6
19003	7.7
19005	7.9
19007	7
19009	7
19011	5.2
19013	6.4
19015	4.8
19017	4.1
19019	5.4
19021	11.1
19023	5.1
19025	6.4
19027	4.9
19029	6.4
19031	4.9
19033	4.8
19035	6
19037	6.9
19039	6.8
19041	5.4
19043	6.4
19045	4.7
19047	12.3
19049	4.2
19051	11.1
19053	7.6
19055	5.6
19057	5.4
19059	5
19061	4.7
19063	8.6
19065	6.3
19067	6.4
19069	8.8
19071	5.3
19073	6
19075	4.3
19077	6.2
19079	5.5
19081	5.8
19083	6
19085	6.2
19087	5.6
19089	7.2
19091	5.9
19093	6.1
19095	4.7
19097	6.7
19099	5
19101	7.5
19103	6.4
19105	5.5
19107	6.5
19109	5.4
19111	5.4
19113	4.6
19115	8.2
19117	7.1
19119	5.8
19121	5.3
19123	5.3
19125	4
19127	8.7
19129	4.8
19131	7.5
19133	6.7
19135	7
19137	6.6
19139	6.6
19141	6.1
19143	8
19145	6.7
19147	6
19149	5
19151	6.1
19153	5.7
19155	5.9
19157	5.8
19159	8.5
19161	6.3
19163	5
19165	5.5
19167	7.6
19169	5
19171	8.2
19173	8.5
19175	6.4
19177	7.9
19179	8.6
19181	3.8
19183	6.6
19185	8.2
19187	5.8
19189	5.4
19191	4.4
19193	8.3
19195	5.9
19197	7.5
20001	9.3
20003	11.4
20005	8.9
20007	10.8
20009	12.8
20011	10.6
20013	11.3
20015	8.6
20017	9.9
20019	15.7
20021	11.3
20023	13.6
20025	12.5
20027	7.7
20029	10
20031	7.7
20033	13
20035	11.1
20037	10.9
20039	11
20041	9.6
20043	9.7
20045	9.8
20047	13.5
20049	13.5
20051	9.1
20053	8.9
20055	17.5
20057	18.9
20059	8.1
20061	8.6
20063	11.1
20065	11.3
20067	18
20069	15.5
20071	14.7
20073	10.4
20075	22.7
20077	12.6
20079	10.3
20081	19
20083	12
20085	9.7
20087	8.6
20089	11.9
20091	6.1
20093	15.7
20095	10
20097	10.9
20099	10.2
20101	13.1
20103	6.5
20105	11.1
20107	11.5
20109	11.5
20111	13.5
20113	8.1
20115	10.8
20117	8.9
20119	13.4
20121	7.1
20123	8.6
20125	11.8
20127	10.2
20129	13.8
20131	7.8
20133	8.9
20135	12.8
20137	9.7
20139	9.1
20141	12.7
20143	9.8
20145	9.4
20147	10.2
20149	6.5
20151	10.6
20153	12.6
20155	10
20157	10.7
20159	11.8
20161	8.8
20163	10.2
20165	9.7
20167	10.7
20169	11
20171	13.5
20173	13.5
20175	19.4
20177	9.2
20179	14.4
20181	12.8
20183	10.7
20185	16.4
20187	20
20189	16.1
20191	9.4
20193	9
20195	10.4
20197	7.7
20199	11.3
20201	11.8
20203	17.9
20205	12.7
20207	12.6
20209	17.3
21001	8.3
21003	7.8
21005	5.7
21007	6.9
21009	7.1
21011	8
21013	7.7
21015	5.1
21017	9.6
21019	6.4
21021	6.2
21023	6.5
21025	8
21027	8.3
21029	5.2
21031	8.4
21033	6
21035	7.5
21037	5.7
21039	8.1
21041	8.3
21043	7.1
21045	9.3
21047	7
21049	6.4
21051	8.7
21053	9.2
21055	7.4
21057	8.1
21059	5.8
21061	8.9
21063	7.3
21065	8.4
21067	8.1
21069	9.5
21071	7.8
21073	6.9
21075	7
21077	7.7
21079	8.5
21081	7
21083	8.2
21085	7.8
21087	8.4
21089	6.7
21091	5.3
21093	6
21095	8.7
21097	7.1
21099	8.7
21101	6.5
21103	7.7
21105	7.7
21107	6.9
21109	7.9
21111	6.8
21113	7.6
21115	7.7
21117	6.2
21119	8.2
21121	8
21123	8
21125	8.1
21127	7.3
21129	7
21131	8.1
21133	7.6
21135	7.7
21137	8.1
21139	7.2
21141	8
21143	7.4
21145	6.7
21147	8.8
21149	7.9
21151	6.5
21153	9.5
21155	6.6
21157	6.7
21159	8.1
21161	7.1
21163	6.6
21165	9.6
21167	6.5
21169	8
21171	8.8
21173	7.5
21175	8.3
21177	8.3
21179	6.2
21181	8.3
21183	7.5
21185	4.2
21187	6.5
21189	8.4
21191	6.3
21193	8
21195	8.4
21197	8.2
21199	8.1
21201	8.1
21203	7.2
21205	7.2
21207	9.2
21209	5.9
21211	8.8
21213	6
21215	5.9
21217	7.2
21219	8.8
21221	8
21223	6.6
21225	7.7
21227	8
21229	8.9
21231	8.3
21233	8.7
21235	7.1
21237	8.3
21239	7.4
22001	15.3
22003	14.1
22005	9.3
22007	13.1
22009	15.9
22011	14.6
22013	13.8
22015	12.1
22017	13.3
22019	13
22021	15.4
22023	13.2
22025	16.2
22027	15.7
22029	15.9
22031	14.9
22033	11.9
22035	13.9
22037	12.2
22039	15.5
22041	16.7
22043	13.4
22045	15.7
22047	13
22049	13.4
22051	15.5
22053	14.2
22055	13.5
22057	16.1
22059	13.8
22061	16
22063	12.1
22065	14.8
22067	14.3
22069	14.2
22071	13.9
22073	13.2
22075	14.8
22077	13.8
22079	14.3
22081	14.7
22083	14.9
22085	17.9
22087	15.1
22089	10.8
22091	15.3
22093	11.2
22095	13.3
22097	14.9
22099	14.4
22101	17.6
22103	12
22105	15.1
22107	16.6
22109	17.5
22111	15.7
22113	15.2
22115	11.8
22117	15.8
22119	14.4
22121	11
22123	17.1
22125	11.5
22127	15.1
23001	9.3
23003	12.4
23005	9.1
23007	11.1
23009	11.9
23011	8.8
23013	11.8
23015	12.6
23017	11.1
23019	11.5
23021	11.7
23023	8
23025	11.1
23027	12
23029	15.7
23031	9.7
24001	6.4
24003	5.7
24005	6.8
24009	4.6
24011	8.7
24013	4.4
24015	6.2
24017	5
24019	8.6
24021	5.7
24023	7.5
24025	4.4
24027	4.5
24029	9.1
24031	8.5
24033	11.3
24035	5.8
24037	5
24039	9.4
24041	8.2
24043	6.9
24045	8.1
24047	7.7
24510	8.2
25001	3.5
25003	3.4
25005	3.7
25007	4.1
25009	3.4
25011	3
25013	4
25015	2.7
25017	2.9
25019	4.2
25021	2.1
25023	2.7
25025	4.6
25027	2.9
26001	9.3
26003	9.5
26005	6.7
26007	7.9
26009	8.9
26011	8.7
26013	9.8
26015	6.2
26017	6.6
26019	9.3
26021	8.8
26023	7.8
26025	7.4
26027	8.1
26029	7.8
26031	9.8
26033	10.1
26035	9.5
26037	5.2
26039	7.7
26041	7.8
26043	6.4
26045	5.5
26047	8.1
26049	6.8
26051	9
26053	8.8
26055	6.5
26057	5.9
26059	7.9
26061	8.3
26063	8.2
26065	7.7
26067	6.4
26069	7.9
26071	7.9
26073	9.6
26075	6.2
26077	6.7
26079	9
26081	7.5
26083	7.9
26085	9.3
26087	7.4
26089	8.6
26091	6.8
26093	4.7
26095	9.8
26097	12.3
26099	7.2
26101	8.7
26103	5.6
26105	7.6
26107	7.8
26109	6.8
26111	5.9
26113	9.2
26115	5.9
26117	7.5
26119	9.4
26121	7.1
26123	7.7
26125	6.4
26127	11
26129	9.4
26131	8.7
26133	9.3
26135	10.7
26137	8
26139	5.8
26141	9
26143	9.4
26145	6.9
26147	6.9
26149	8.7
26151	9
26153	9.8
26155	6.9
26157	6.8
26159	9.1
26161	5.5
26163	8.4
26165	7.3
27001	6.8
27003	4.5
27005	6.7
27007	8.6
27009	4.3
27011	5.8
27013	4.4
27015	4.3
27017	5.4
27019	3.1
27021	8.7
27023	6.5
27025	4.2
27027	4.3
27029	8.1
27031	8.4
27033	6.1
27035	4.9
27037	4.1
27039	4.3
27041	4.2
27043	5.8
27045	6.6
27047	6.4
27049	5
27051	5.5
27053	5.8
27055	4.9
27057	6.4
27059	4.5
27061	5.6
27063	4.3
27065	6.1
27067	6.5
27069	5.1
27071	7
27073	5.1
27075	4.4
27077	6.4
27079	5.2
27081	5.2
27083	4.9
27085	4.7
27087	9
27089	5.7
27091	5.9
27093	5.6
27095	6.8
27097	5.8
27099	6.6
27101	5.5
27103	4
27105	10.1
27107	6.8
27109	4.2
27111	5.6
27113	4.9
27115	6.2
27117	6.8
27119	5.3
27121	4.8
27123	6.4
27125	6.2
27127	6.9
27129	6.2
27131	5.9
27133	5.1
27135	5.1
27137	4.8
27139	4.1
27141	4.1
27143	5.8
27145	4.7
27147	4.2
27149	4.5
27151	5.9
27153	7.4
27155	6.4
27157	4.3
27159	6
27161	4.5
27163	3.4
27165	9.2
27167	4.7
27169	5.9
27171	3.9
27173	6
28001	15.9
28003	15.3
28005	18.8
28007	16.1
28009	16.2
28011	14.7
28013	18.9
28015	17.7
28017	18
28019	13.8
28021	14.5
28023	15.4
28025	15.6
28027	14.7
28029	15.4
28031	17.2
28033	10.7
28035	15.5
28037	15.1
28039	15.1
28041	15.3
28043	14.5
28045	16.7
28047	16.8
28049	12.9
28051	15.3
28053	16.9
28055	18.3
28057	15
28059	14.5
28061	15.8
28063	15.7
28065	17.7
28067	16.3
28069	19.9
28071	14.2
28073	13.2
28075	13.9
28077	14.3
28079	20.9
28081	13.8
28083	16.4
28085	15.8
28087	14.7
28089	10.9
28091	17.3
28093	15.6
28095	15.7
28097	15.8
28099	18.1
28101	16
28103	19.2
28105	16.3
28107	15.6
28109	16.5
28111	17.2
28113	15.5
28115	15.9
28117	16
28119	17.1
28121	11.4
28123	20.6
28125	17.1
28127	16.8
28129	15.4
28131	14
28133	16
28135	16.4
28137	15.9
28139	16.9
28141	16.7
28143	12.6
28145	17.5
28147	19
28149	12.7
28151	16.7
28153	16.6
28155	15
28157	14.5
28159	17.3
28161	14.1
28163	14.8
29001	13.4
29003	10
29005	12.4
29007	12.5
29009	17.8
29011	14.9
29013	14.4
29015	15
29017	15.4
29019	9.6
29021	11.6
29023	13.4
29025	13.8
29027	10.8
29029	16.4
29031	10.5
29033	12.4
29035	16.8
29037	9.2
29039	16.4
29041	14
29043	10.8
29045	13.9
29047	9.3
29049	10.3
29051	9.8
29053	11.5
29055	15.2
29057	15.3
29059	16.8
29061	17.9
29063	11.6
29065	16.2
29067	16.9
29069	15.1
29071	11.2
29073	13.4
29075	13.8
29077	13.3
29079	13.6
29081	16.7
29083	13
29085	17.4
29087	13.2
29089	12.2
29091	13.8
29093	14.8
29095	12.6
29097	14.5
29099	10.8
29101	10.6
29103	17.9
29105	14.4
29107	11.7
29109	15.3
29111	13
29113	12.3
29115	13.4
29117	12.7
29119	21.1
29121	14
29123	14.7
29125	15.3
29127	11.9
29129	15.6
29131	14.4
29133	15.1
29135	15.8
29137	13.4
29139	13.8
29141	18.4
29143	13.6
29145	14.4
29147	10.6
29149	15.3
29151	10.5
29153	17.8
29155	13
29157	10.4
29159	16.1
29161	14.1
29163	12.9
29165	7.9
29167	13.9
29169	10.9
29171	16.1
29173	11.4
29175	11.8
29177	11.4
29179	16.2
29181	16.1
29183	7
29185	16.6
29186	12.5
29187	12.4
29189	8.2
29195	13.4
29197	17.3
29199	19
29201	12.5
29203	16.6
29205	14.9
29207	13.2
29209	16.4
29211	17.2
29213	18.1
29215	15.8
29217	14.1
29219	12
29221	14
29223	15.9
29225	14.8
29227	13.6
29229	18
29510	13.7
30001	15.6
30003	23.2
30005	22.5
30007	15.1
30009	15
30011	18.8
30013	13.5
30015	22.1
30017	12.2
30019	14
30021	11.3
30023	13.9
30025	9.7
30027	14.4
30029	13.5
30031	11.2
30033	16.7
30035	25.5
30037	17.8
30039	19
30041	16.3
30043	11.1
30045	14
30047	23.3
30049	10.6
30051	15.2
30053	17.8
30055	22
30057	15
30059	17
30061	16
30063	12.1
30065	15.1
30067	14.7
30069	19.9
30071	19.4
30073	20.1
30075	14.3
30077	15.6
30079	15.7
30081	19.3
30083	12.9
30085	24.7
30087	17.6
30089	22.1
30091	12.2
30093	12.5
30095	11.6
30097	13.1
30099	16.3
30101	15.7
30103	19
30105	16.1
30107	23.4
30109	19.2
30111	12.4
31001	9.7
31003	10.4
31005	15.7
31007	12.4
31009	12.9
31011	9.5
31013	9
31015	11.3
31017	13
31019	9.4
31021	9.5
31023	9
31025	6.7
31027	9.1
31029	14.6
31031	11.9
31033	6.7
31035	12
31037	17.2
31039	11.4
31041	10.8
31043	16.2
31045	11.7
31047	15.8
31049	11.9
31051	12.3
31053	10.4
31055	9.4
31057	14.1
31059	8.2
31061	10
31063	10.3
31065	10.8
31067	8.5
31069	11.3
31071	11.7
31073	8.7
31075	10.4
31077	16.8
31079	14
31081	7.5
31083	10
31085	20.6
31087	10.4
31089	10.3
31091	8.8
31093	8.8
31095	9.1
31097	11.1
31099	7.9
31101	9.3
31103	14
31105	11.9
31107	13.3
31109	8.5
31111	9.1
31113	13.5
31115	12.4
31117	7.3
31119	11.6
31121	10.3
31123	12.1
31125	10.5
31127	8.1
31129	9.3
31131	8.6
31133	11.9
31135	11.4
31137	8.4
31139	7.3
31141	10.6
31143	9.2
31145	8.8
31147	11.6
31149	15.9
31151	13
31153	5.8
31155	7.1
31157	11.8
31159	6.4
31161	13.6
31163	11.2
31165	10.8
31167	7.1
31169	9.8
31171	9.9
31173	17.3
31175	10.9
31177	5.7
31179	9.6
31181	10.4
31183	12.8
31185	8.1
32001	14
32003	14.5
32005	11.9
32007	13
32009	15.9
32011	8.4
32013	14.2
32015	12
32017	14.8
32019	14.3
32021	13.3
32023	13.7
32027	14.1
32029	9.2
32031	12.3
32033	10.5
32510	13.7
33001	9
33003	11.1
33005	8.3
33007	9.8
33009	9.7
33011	7.9
33013	7.5
33015	6.1
33017	8.2
33019	8
34001	10.9
34003	9.6
34005	5.9
34007	8.8
34009	10.4
34011	12.7
34013	13.6
34015	6.6
34017	14.8
34019	4.7
34021	9.9
34023	9.7
34025	7.9
34027	6.3
34029	8.8
34031	12.9
34033	8
34035	6.6
34037	6.1
34039	13
34041	8.1
35001	11.9
35003	13.5
35005	13.2
35006	13.6
35007	10.5
35009	11.8
35011	20.8
35013	13.7
35015	11.3
35017	9.1
35019	11
35021	9.7
35023	12.9
35025	14.1
35027	15.5
35028	3.1
35029	15.5
35031	19
35033	12.3
35035	14.4
35037	10.1
35039	14.9
35041	13.7
35043	10.9
35045	16.2
35047	10.8
35049	14.9
35051	11.3
35053	14.4
35055	15.3
35057	13.3
35059	13.5
35061	14.3
36001	5.5
36003	6.2
36005	11.1
36007	6.4
36009	7.5
36011	6.7
36013	6.6
36015	5.1
36017	6.5
36019	6.8
36021	7.2
36023	5.2
36025	7.3
36027	6.2
36029	5.4
36031	6.8
36033	7.8
36035	6.7
36037	5.8
36039	6.9
36041	7.5
36043	6.4
36045	6.5
36047	10.2
36049	7.1
36051	5.7
36053	5.5
36055	5.5
36057	7.5
36059	6.5
36061	7.9
36063	5.5
36065	6
36067	5.8
36069	5.7
36071	6.5
36073	7
36075	6.5
36077	6.4
36079	5.5
36081	12.9
36083	5.2
36085	6.4
36087	7.5
36089	6.8
36091	4.9
36093	5.7
36095	6.2
36097	6.5
36099	6.9
36101	5.9
36103	6.9
36105	8.8
36107	5.4
36109	6.4
36111	7.5
36113	5.8
36115	6.2
36117	6.4
36119	8.2
36121	6
36123	9.6
37001	14.1
37003	11.7
37005	18.2
37007	13.7
37009	17.3
37011	17.6
37013	13.4
37015	12.6
37017	16.6
37019	14.7
37021	13.4
37023	15.4
37025	11
37027	15.1
37029	10.8
37031	13.3
37033	12.9
37035	13.9
37037	15.1
37039	15
37041	13.9
37043	15.1
37045	13.2
37047	15.3
37049	11.8
37051	10.8
37053	12.2
37055	14.7
37057	13.3
37059	13
37061	21.4
37063	13.7
37065	12.2
37067	13.1
37069	14.1
37071	13
37073	11.1
37075	16.8
37077	11
37079	18.1
37081	13.2
37083	13.4
37085	13.1
37087	12
37089	14.6
37091	12.7
37093	16.6
37095	15.8
37097	11.8
37099	18.1
37101	13.7
37103	14.7
37105	15.8
37107	14.8
37109	13.6
37111	12.6
37113	17.7
37115	12.3
37117	12.3
37119	12.9
37121	14.5
37123	17
37125	12.5
37127	12.4
37129	12.4
37131	12.7
37133	9.8
37135	10.4
37137	13.2
37139	11.9
37141	14.4
37143	12.4
37145	11.7
37147	12.5
37149	13.6
37151	16.1
37153	15.2
37155	19.6
37157	13.2
37159	13.9
37161	13.2
37163	18.8
37165	14.7
37167	12.8
37169	12.8
37171	15.9
37173	18
37175	13.7
37177	19.2
37179	11.3
37181	13.7
37183	9.7
37185	16.8
37187	13.8
37189	13.2
37191	13.8
37193	15.9
37195	15
37197	14.6
37199	13.5
38001	10.7
38003	8.4
38005	16.3
38007	11.2
38009	11.5
38011	10.4
38013	11
38015	6.4
38017	7.6
38019	10.5
38021	10
38023	8.6
38025	12.6
38027	10.9
38029	12.1
38031	8.4
38033	9.5
38035	8.4
38037	17.2
38039	11.8
38041	10.5
38043	11.4
38045	11
38047	14.7
38049	10.7
38051	11.9
38053	11.1
38055	10.3
38057	8.1
38059	8.2
38061	13.8
38063	9.3
38065	8.1
38067	9.6
38069	11.3
38071	10
38073	8.7
38075	7.4
38077	7.5
38079	18.6
38081	7.9
38083	14.2
38085	15.1
38087	9
38089	7.7
38091	9.8
38093	7.9
38095	12.7
38097	7.2
38099	12.3
38101	8.1
38103	9.6
38105	8.7
39001	9.3
39003	7.4
39005	9.7
39007	8.9
39009	8.5
39011	6.3
39013	7
39015	9.3
39017	7.5
39019	9
39021	7
39023	7.9
39025	7
39027	7.5
39029	8.6
39031	9.4
39033	7.7
39035	7.8
39037	7.8
39039	7.6
39041	4.1
39043	6.6
39045	6.4
39047	8.2
39049	9.2
39051	7.2
39053	9
39055	9.1
39057	6
39059	8
39061	7.5
39063	6.2
39065	9.7
39067	8.1
39069	6.9
39071	8.7
39073	7.8
39075	22.2
39077	8.6
39079	9.4
39081	7.3
39083	8.8
39085	7
39087	8
39089	7.3
39091	7.3
39093	6.5
39095	7.9
39097	7.5
39099	7.6
39101	7.5
39103	6
39105	9.4
39107	6.5
39109	7.3
39111	9
39113	8.3
39115	8.9
39117	7.3
39119	7.5
39121	8
39123	6.3
39125	8
39127	8.4
39129	6.5
39131	9.4
39133	6.9
39135	8.3
39137	5.9
39139	8
39141	7.6
39143	6.6
39145	8.1
39147	7.4
39149	6.3
39151	7.4
39153	7.5
39155	8.4
39157	9
39159	5.7
39161	6.6
39163	9.3
39165	4.8
39167	7.7
39169	10.4
39171	7.2
39173	5.8
39175	7.7
40001	22.6
40003	14.3
40005	20.3
40007	18
40009	15.2
40011	16.9
40013	17.4
40015	20.4
40017	11.2
40019	16.8
40021	19.8
40023	19.9
40025	24.6
40027	12.7
